,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2223,Paris S-G,Achraf Hakimi,MAR,"DF,MF",23,1998,28,23,2053,22.8,5,3,8,5,0,0,7,2,3.8,3.8,3.0,6.8,85,99,229,0.22,0.13,0.35,0.22,0.35,0.17,0.13,0.3,0.17,0.3
FRA-Ligue 1,2223,Paris S-G,Alexandre Letellier,FRA,GK,31,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Carlos Soler,ESP,MF,25,1997,26,14,1187,13.2,3,2,5,3,0,0,0,0,1.6,1.6,1.4,3.0,18,53,67,0.23,0.15,0.38,0.23,0.38,0.12,0.11,0.23,0.12,0.23
FRA-Ligue 1,2223,Paris S-G,Danilo Pereira,POR,"DF,MF",30,1991,33,27,2410,26.8,2,0,2,2,0,0,3,0,2.3,2.3,0.5,2.8,26,154,11,0.07,0.0,0.07,0.07,0.07,0.09,0.02,0.1,0.09,0.1
FRA-Ligue 1,2223,Paris S-G,El Chadaille Bitshiabu,FRA,DF,17,2005,13,6,583,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
FRA-Ligue 1,2223,Paris S-G,Fabián Ruiz Peña,ESP,MF,26,1996,27,21,1892,21.0,3,2,5,3,0,0,0,0,2.8,2.8,2.1,4.9,32,128,86,0.14,0.1,0.24,0.14,0.24,0.13,0.1,0.23,0.13,0.23
FRA-Ligue 1,2223,Paris S-G,Gianluigi Donnarumma,ITA,GK,23,1999,38,38,3409,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Hugo Ekitike,FRA,FW,20,2002,25,12,1155,12.8,3,4,7,3,0,0,0,0,3.7,3.7,1.6,5.3,23,23,84,0.23,0.31,0.55,0.23,0.55,0.29,0.13,0.42,0.29,0.42
FRA-Ligue 1,2223,Paris S-G,Ilyes Housni,FRA,FW,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Ismaël Gharbi,TUN,"MF,FW",18,2004,6,0,58,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,1,8,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32
FRA-Ligue 1,2223,Paris S-G,Juan Bernat,ESP,"DF,MF",29,1993,28,18,1648,18.3,1,4,5,1,0,0,1,0,0.9,0.9,3.1,3.9,24,38,143,0.05,0.22,0.27,0.05,0.27,0.05,0.17,0.21,0.05,0.21
FRA-Ligue 1,2223,Paris S-G,Kylian Mbappé,FRA,FW,23,1998,34,32,2818,31.3,29,5,34,26,3,5,6,0,26.3,22.2,7.4,29.5,165,128,468,0.93,0.16,1.09,0.83,0.99,0.84,0.23,1.07,0.71,0.94
FRA-Ligue 1,2223,Paris S-G,Leandro Paredes,ARG,MF,28,1994,3,0,52,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1,6,0,0.0,1.73,1.73,0.0,1.73,0.0,0.72,0.72,0.0,0.72
FRA-Ligue 1,2223,Paris S-G,Lionel Messi,ARG,"FW,MF",35,1987,32,32,2837,31.5,16,16,32,16,0,0,0,0,15.5,15.5,13.4,28.9,114,300,220,0.51,0.51,1.02,0.51,1.02,0.49,0.43,0.92,0.49,0.92
FRA-Ligue 1,2223,Paris S-G,Marco Verratti,ITA,MF,29,1992,29,27,2194,24.4,0,0,0,0,0,0,10,1,0.8,0.8,2.5,3.3,40,262,52,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.14,0.03,0.14
FRA-Ligue 1,2223,Paris S-G,Marquinhos,BRA,DF,28,1994,33,30,2717,30.2,2,0,2,2,0,0,4,0,2.1,2.1,0.5,2.6,4,99,15,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09
FRA-Ligue 1,2223,Paris S-G,Neymar,BRA,"MF,FW",30,1992,20,18,1545,17.2,13,11,24,11,2,2,6,1,8.1,6.5,8.8,15.3,69,161,127,0.76,0.64,1.4,0.64,1.28,0.47,0.51,0.98,0.38,0.89
FRA-Ligue 1,2223,Paris S-G,Nordi Mukiele,FRA,DF,24,1997,19,12,1137,12.6,0,3,3,0,0,0,0,0,1.0,1.0,2.1,3.1,19,26,57,0.0,0.24,0.24,0.0,0.24,0.08,0.17,0.25,0.08,0.25
FRA-Ligue 1,2223,Paris S-G,Nuno Mendes,POR,DF,20,2002,23,18,1548,17.2,1,6,7,1,0,0,2,0,1.0,1.0,2.8,3.9,51,77,195,0.06,0.35,0.41,0.06,0.41,0.06,0.17,0.23,0.06,0.23
FRA-Ligue 1,2223,Paris S-G,Pablo Sarabia,ESP,"FW,MF",30,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,1.3,1.3,1.3,2.7,9,18,37,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.64,0.32,0.64
FRA-Ligue 1,2223,Paris S-G,Presnel Kimpembe,FRA,DF,26,1995,11,9,730,8.1,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.8,4,40,4,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1
FRA-Ligue 1,2223,Paris S-G,Renato Sanches,POR,MF,24,1997,23,6,717,8.0,2,0,2,2,0,0,1,0,1.1,1.1,1.7,2.8,30,56,25,0.25,0.0,0.25,0.25,0.25,0.14,0.21,0.35,0.14,0.35
FRA-Ligue 1,2223,Paris S-G,Sergio Ramos,ESP,DF,36,1986,33,31,2704,30.0,2,1,3,2,0,0,3,1,1.7,1.7,0.2,1.9,15,163,10,0.07,0.03,0.1,0.07,0.1,0.06,0.01,0.06,0.06,0.06
FRA-Ligue 1,2223,Paris S-G,Timothee Pembele,FRA,DF,19,2002,5,4,263,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,4,5,20,0.0,0.34,0.34,0.0,0.34,0.05,0.11,0.17,0.05,0.17
FRA-Ligue 1,2223,Paris S-G,Vitinha,POR,MF,22,2000,36,29,2446,27.2,2,3,5,2,0,0,3,0,3.0,3.0,3.0,6.1,50,137,94,0.07,0.11,0.18,0.07,0.18,0.11,0.11,0.22,0.11,0.22
FRA-Ligue 1,2223,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",16,2006,26,8,929,10.3,2,0,2,2,0,0,1,0,1.4,1.4,0.4,1.9,23,32,54,0.19,0.0,0.19,0.19,0.19,0.14,0.04,0.18,0.14,0.18
FRA-Ligue 1,2223,Reims,Alexis Flips,FRA,"FW,MF",22,2000,33,28,1978,22.0,4,6,10,4,0,0,3,1,3.9,3.9,6.2,10.0,23,110,162,0.18,0.27,0.46,0.18,0.46,0.18,0.28,0.46,0.18,0.46
FRA-Ligue 1,2223,Reims,Andrew Gravillon,GLP,DF,24,1998,13,12,1038,11.5,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.1,18,38,14,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
FRA-Ligue 1,2223,Reims,Arber Zeneli,KVX,"FW,MF",27,1995,23,12,1000,11.1,0,2,2,0,0,0,0,0,2.1,2.1,3.1,5.2,45,51,118,0.0,0.18,0.18,0.0,0.18,0.19,0.28,0.47,0.19,0.47
FRA-Ligue 1,2223,Reims,Azor Matusiwa,NED,MF,24,1998,30,29,2484,27.6,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.7,15,213,18,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
FRA-Ligue 1,2223,Reims,Bradley Locko,FRA,DF,20,2002,15,13,1059,11.8,0,0,0,0,0,0,3,1,0.2,0.2,0.5,0.7,31,55,39,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06
FRA-Ligue 1,2223,Reims,Check Keita,FRA,DF,19,2003,9,8,682,7.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,8,19,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,2223,Reims,Dion Lopy,SEN,MF,20,2002,29,16,1379,15.3,0,1,1,0,0,0,6,2,0.9,0.9,1.6,2.5,17,101,38,0.0,0.07,0.07,0.0,0.07,0.06,0.1,0.16,0.06,0.16
FRA-Ligue 1,2223,Reims,El Bilal Touré,MLI,FW,20,2001,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09
FRA-Ligue 1,2223,Reims,Emmanuel Agbadou,CIV,DF,25,1997,29,27,2388,26.5,0,3,3,0,0,0,5,3,1.7,1.7,2.4,4.1,15,131,8,0.0,0.11,0.11,0.0,0.11,0.06,0.09,0.15,0.06,0.15
FRA-Ligue 1,2223,Reims,Fallou Fall,SEN,DF,18,2004,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Folarin Balogun,USA,FW,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,26.6,21.0,3.8,24.8,56,55,283,0.63,0.06,0.69,0.45,0.51,0.8,0.11,0.91,0.63,0.74
FRA-Ligue 1,2223,Reims,Ibrahim Diakité,GUI,DF,18,2003,3,1,131,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,6,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2223,Reims,Jens Cajuste,SWE,MF,22,1999,31,14,1530,17.0,3,1,4,3,0,0,8,1,1.5,1.5,1.2,2.8,46,109,40,0.18,0.06,0.24,0.18,0.24,0.09,0.07,0.16,0.09,0.16
FRA-Ligue 1,2223,Reims,Junya Ito,JPN,FW,29,1993,35,34,2916,32.4,6,5,11,6,0,0,3,1,5.7,5.7,8.0,13.7,133,141,338,0.19,0.15,0.34,0.19,0.34,0.18,0.25,0.42,0.18,0.42
FRA-Ligue 1,2223,Reims,Kaj Sierhuis,NED,"FW,MF",24,1998,14,1,218,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,5,3,29,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
FRA-Ligue 1,2223,Reims,Kamory Doumbia,MLI,MF,19,2003,26,13,1155,12.8,2,2,4,1,1,1,0,0,3.7,2.9,2.9,5.8,29,85,82,0.16,0.16,0.31,0.08,0.23,0.29,0.23,0.51,0.23,0.45
FRA-Ligue 1,2223,Reims,Mamadou Diakhon,FRA,FW,16,2005,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2223,Reims,Marshall Munetsi,ZIM,MF,26,1996,34,31,2700,30.0,7,3,10,7,0,0,6,0,9.4,9.4,3.1,12.5,33,95,87,0.23,0.1,0.33,0.23,0.33,0.31,0.1,0.42,0.31,0.42
FRA-Ligue 1,2223,Reims,Martin Adeline,FRA,"MF,FW",18,2003,5,0,107,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2223,Reims,Maxime Busi,BEL,DF,22,1999,21,11,1043,11.6,0,1,1,0,0,0,4,0,0.1,0.1,0.7,0.8,25,57,44,0.0,0.09,0.09,0.0,0.09,0.01,0.06,0.07,0.01,0.07
FRA-Ligue 1,2223,Reims,Mitchell van Bergen,NED,"FW,DF",22,1999,28,6,905,10.1,0,1,1,0,0,0,1,0,2.2,2.2,2.7,4.8,51,21,89,0.0,0.1,0.1,0.0,0.1,0.22,0.26,0.48,0.22,0.48
FRA-Ligue 1,2223,Reims,Mo Touré,AUS,"FW,MF",18,2004,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
FRA-Ligue 1,2223,Reims,Myziane Maolida,COM,"MF,FW",23,1999,9,2,232,2.6,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,13,8,26,0.39,0.0,0.39,0.39,0.39,0.18,0.17,0.35,0.18,0.35
FRA-Ligue 1,2223,Reims,Nathanael Mbuku,COD,"FW,MF",20,2002,6,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,3,6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,2223,Reims,Noah Holm,NOR,"FW,MF",21,2001,8,2,194,2.2,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,1,2,8,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.15,0.3
FRA-Ligue 1,2223,Reims,Patrick Pentz,AUT,GK,25,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Rafik Guitane,FRA,FW,23,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Samuel Koeberlé,FRA,MF,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Thibault De Smet,BEL,DF,24,1998,22,20,1758,19.5,0,1,1,0,0,0,2,0,0.0,0.0,1.3,1.3,39,89,89,0.0,0.05,0.05,0.0,0.05,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2223,Reims,Thomas Foket,BEL,DF,27,1994,24,23,1976,22.0,0,1,1,0,0,0,0,0,0.1,0.1,2.8,2.9,56,94,154,0.0,0.05,0.05,0.0,0.05,0.01,0.13,0.13,0.01,0.13
FRA-Ligue 1,2223,Reims,Valentin Atangana Edoa,FRA,MF,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,5,6,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
FRA-Ligue 1,2223,Reims,Wout Faes,BEL,DF,24,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Yehvann Diouf,SEN,GK,22,1999,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Yunis Abdelhamid,MAR,DF,34,1987,37,37,3330,37.0,1,2,3,1,0,0,6,0,2.4,2.4,1.0,3.4,40,215,10,0.03,0.05,0.08,0.03,0.08,0.06,0.03,0.09,0.06,0.09
FRA-Ligue 1,2223,Rennes,Adrien Truffert,FRA,DF,20,2001,28,24,1954,21.7,0,6,6,0,0,0,1,0,0.6,0.6,1.5,2.2,55,89,166,0.0,0.28,0.28,0.0,0.28,0.03,0.07,0.1,0.03,0.1
FRA-Ligue 1,2223,Rennes,Alan Do Marcolino,GAB,FW,20,2002,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Amine Gouiri,ALG,"FW,MF",22,2000,33,29,2523,28.0,15,3,18,15,0,0,4,0,11.1,11.1,4.3,15.4,63,70,205,0.54,0.11,0.64,0.54,0.64,0.4,0.15,0.55,0.4,0.55
FRA-Ligue 1,2223,Rennes,Arnaud Kalimuendo,FRA,FW,20,2002,30,24,1849,20.5,7,3,10,7,0,0,0,0,7.5,7.5,2.4,9.9,36,32,193,0.34,0.15,0.49,0.34,0.49,0.36,0.12,0.48,0.36,0.48
FRA-Ligue 1,2223,Rennes,Arthur Theate,BEL,DF,22,2000,35,35,3127,34.7,4,0,4,4,0,0,5,0,4.5,4.5,0.6,5.1,37,248,4,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15
FRA-Ligue 1,2223,Rennes,Baptiste Santamaria,FRA,MF,27,1995,25,20,1813,20.1,2,0,2,2,0,0,2,0,1.1,1.1,0.7,1.8,17,141,21,0.1,0.0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09
FRA-Ligue 1,2223,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",28,1994,37,37,3065,34.1,7,10,17,5,2,2,6,1,8.7,7.1,11.6,18.7,40,264,250,0.21,0.29,0.5,0.15,0.44,0.26,0.34,0.6,0.21,0.55
FRA-Ligue 1,2223,Rennes,Birger Meling,NOR,DF,27,1994,27,10,1209,13.4,0,1,1,0,0,0,3,1,0.0,0.0,0.9,0.9,37,91,74,0.0,0.07,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2223,Rennes,Christopher Wooh,CMR,DF,20,2001,13,12,1006,11.2,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.9,6,38,0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
FRA-Ligue 1,2223,Rennes,Djed Spence,ENG,DF,21,2000,8,7,573,6.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,21,21,18,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
FRA-Ligue 1,2223,Rennes,Doğan Alemdar,TUR,GK,19,2002,6,4,406,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2223,Rennes,Désiré Doué,FRA,"MF,FW",17,2005,26,11,1115,12.4,3,1,4,3,0,0,5,0,1.6,1.6,1.5,3.1,39,57,83,0.24,0.08,0.32,0.24,0.32,0.13,0.12,0.25,0.13,0.25
FRA-Ligue 1,2223,Rennes,Flavien Tait,FRA,MF,29,1993,30,19,1680,18.7,2,2,4,2,0,0,2,0,2.3,2.3,2.2,4.5,52,154,56,0.11,0.11,0.21,0.11,0.21,0.13,0.12,0.24,0.13,0.24
FRA-Ligue 1,2223,Rennes,Gaëtan Laborde,FRA,FW,28,1994,4,3,249,2.8,2,0,2,2,0,0,0,0,1.7,1.7,0.2,1.9,8,5,20,0.72,0.0,0.72,0.72,0.72,0.62,0.07,0.69,0.62,0.69
FRA-Ligue 1,2223,Rennes,Guela Doué,CIV,"FW,MF",19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
FRA-Ligue 1,2223,Rennes,Hamari Traoré,MLI,DF,30,1992,31,28,2528,28.1,1,4,5,1,0,0,5,0,1.9,1.9,2.6,4.4,55,159,162,0.04,0.14,0.18,0.04,0.18,0.07,0.09,0.16,0.07,0.16
FRA-Ligue 1,2223,Rennes,Ibrahim Salah,MAR,"FW,MF",20,2001,13,1,227,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,13,14,27,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.24,0.1,0.24
FRA-Ligue 1,2223,Rennes,Jeanuël Belocian,FRA,DF,17,2005,8,6,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,8,21,21,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02
FRA-Ligue 1,2223,Rennes,Jeremy Doku,BEL,"MF,FW",20,2002,29,13,1291,14.3,6,2,8,6,0,0,0,0,2.7,2.7,4.9,7.5,101,71,156,0.42,0.14,0.56,0.42,0.56,0.19,0.34,0.53,0.19,0.53
FRA-Ligue 1,2223,Rennes,Joe Rodon,WAL,DF,24,1997,16,16,1417,15.7,1,0,1,1,0,0,2,1,0.9,0.9,0.0,0.9,5,49,0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2223,Rennes,Kamaldeen Sulemana,GHA,"FW,MF",20,2002,14,2,326,3.6,1,0,1,1,0,0,1,0,1.4,1.4,0.6,1.9,17,18,57,0.28,0.0,0.28,0.28,0.28,0.38,0.16,0.54,0.38,0.54
FRA-Ligue 1,2223,Rennes,Karl Toko Ekambi,CMR,"FW,MF",29,1992,17,11,972,10.8,3,2,5,3,0,0,0,0,3.6,3.6,1.4,5.0,30,21,87,0.28,0.19,0.46,0.28,0.46,0.33,0.13,0.47,0.33,0.47
FRA-Ligue 1,2223,Rennes,Lesley Ugochukwu,FRA,MF,18,2004,26,14,1330,14.8,0,1,1,0,0,0,3,1,0.9,0.9,0.8,1.8,11,50,11,0.0,0.07,0.07,0.0,0.07,0.06,0.06,0.12,0.06,0.12
FRA-Ligue 1,2223,Rennes,Lorenz Assignon,TOG,DF,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,10,11,13,0.0,0.34,0.34,0.0,0.34,0.11,0.1,0.22,0.11,0.22
FRA-Ligue 1,2223,Rennes,Lovro Majer,CRO,"MF,FW",24,1998,32,18,1668,18.5,2,5,7,1,1,1,3,0,3.3,2.5,4.4,7.0,66,134,115,0.11,0.27,0.38,0.05,0.32,0.18,0.24,0.42,0.14,0.38
FRA-Ligue 1,2223,Rennes,Loïc Bade,FRA,DF,22,2000,1,1,90,1.0,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,0,3,0,0.0,1.0,1.0,0.0,1.0,0.2,0.06,0.26,0.2,0.26
FRA-Ligue 1,2223,Rennes,Martin Terrier,FRA,"FW,MF",25,1997,16,16,1319,14.7,9,4,13,9,0,0,0,0,5.6,5.6,3.4,9.0,34,60,137,0.61,0.27,0.89,0.61,0.89,0.38,0.23,0.61,0.38,0.61
FRA-Ligue 1,2223,Rennes,Matthis Abline,FRA,"FW,MF",19,2003,11,0,107,1.2,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.0,4,2,11,0.84,0.0,0.84,0.84,0.84,0.65,0.22,0.87,0.65,0.87
FRA-Ligue 1,2223,Rennes,Serhou Guirassy,GUI,MF,26,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0,0,6,0.0,0.0,0.0,0.0,0.0,0.44,0.57,1.0,0.44,1.0
FRA-Ligue 1,2223,Rennes,Steve Mandanda,FRA,GK,37,1985,34,34,3014,33.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Warmed Omari,COM,DF,22,2000,16,15,1363,15.1,0,0,0,0,0,0,2,1,0.6,0.6,0.4,1.0,4,58,0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06
FRA-Ligue 1,2223,Rennes,Xeka,POR,MF,27,1994,8,6,552,6.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,39,13,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
FRA-Ligue 1,2223,Strasbourg,Adrien Thomasson,FRA,MF,28,1993,15,10,937,10.4,0,2,2,0,0,0,2,0,1.5,1.5,1.9,3.4,15,41,73,0.0,0.19,0.19,0.0,0.19,0.14,0.18,0.33,0.14,0.33
FRA-Ligue 1,2223,Strasbourg,Alexander Djiku,GHA,DF,27,1994,31,31,2677,29.7,1,2,3,1,0,0,8,1,1.4,1.4,0.7,2.1,4,136,4,0.03,0.07,0.1,0.03,0.1,0.05,0.02,0.07,0.05,0.07
FRA-Ligue 1,2223,Strasbourg,Colin Dagba,FRA,"DF,MF",23,1998,21,12,958,10.6,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.1,26,31,48,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
FRA-Ligue 1,2223,Strasbourg,Dany Jean,HAI,"DF,MF",19,2002,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32
FRA-Ligue 1,2223,Strasbourg,Dimitri Liénard,FRA,"DF,MF",34,1988,28,18,1543,17.1,0,0,0,0,0,0,4,0,0.6,0.6,1.9,2.5,24,67,111,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.15,0.03,0.15
FRA-Ligue 1,2223,Strasbourg,Eduard Sobol,UKR,DF,27,1995,15,9,870,9.7,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,16,34,54,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.09,0.01,0.09
FRA-Ligue 1,2223,Strasbourg,Franci Bouebari,FRA,DF,18,2003,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2223,Strasbourg,Frederic Guilbert,FRA,DF,27,1994,18,17,1461,16.2,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,21,52,52,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.1,0.03,0.1
FRA-Ligue 1,2223,Strasbourg,Gerzino Nyamsi,FRA,DF,25,1997,20,19,1578,17.5,1,1,2,1,0,0,4,1,1.5,1.5,0.1,1.6,13,68,3,0.06,0.06,0.11,0.06,0.11,0.09,0.01,0.09,0.09,0.09
FRA-Ligue 1,2223,Strasbourg,Habib Diallo,SEN,FW,27,1995,37,32,2879,32.0,20,1,21,17,3,4,4,1,17.7,14.5,3.5,18.0,40,41,203,0.63,0.03,0.66,0.53,0.56,0.55,0.11,0.66,0.45,0.56
FRA-Ligue 1,2223,Strasbourg,Habib Diarra,SEN,"MF,FW",18,2004,29,18,1626,18.1,3,2,5,3,0,0,4,0,1.8,1.8,2.2,4.1,68,52,89,0.17,0.11,0.28,0.17,0.28,0.1,0.12,0.23,0.1,0.23
FRA-Ligue 1,2223,Strasbourg,Ibrahima Sissoko,MLI,MF,24,1997,26,13,1310,14.6,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.6,18,67,41,0.0,0.14,0.14,0.0,0.14,0.05,0.06,0.11,0.05,0.11
