,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
FRA-Ligue 1,2223,Toulouse,Steve Mvoué,CMR,MF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2223,Toulouse,Stijn Spierings,NED,MF,26,1996,36,3120,87,91.2,34.7,35,89,31,1,22,1,1.25,48,53,-5,-0.14,0.16,48.0,50.7,-2.8,-0.08,0.44
FRA-Ligue 1,2223,Toulouse,Theocharis Tsingaras,GRE,MF,21,2000,1,7,7,0.2,0.1,0,,0,1,7,12,3.0,1,0,1,12.86,13.04,0.7,0.0,0.7,8.96,9.09
FRA-Ligue 1,2223,Toulouse,Thijs Dallinga,NED,FW,21,2000,36,2353,65,68.8,26.1,28,75,5,8,33,1,1.22,32,36,-4,-0.15,0.02,35.6,36.6,-1.0,-0.04,0.26
FRA-Ligue 1,2223,Toulouse,Veljko Birmančević,SRB,"FW,MF",24,1998,25,444,18,13.0,4.9,2,57,0,23,14,7,1.16,5,10,-5,-1.01,-0.98,6.0,9.9,-4.0,-0.8,-0.78
FRA-Ligue 1,2223,Toulouse,Vincent Sierro,SUI,MF,26,1995,15,665,44,19.4,7.4,7,78,3,8,15,1,1.27,6,8,-2,-0.27,-0.14,11.3,10.2,1.1,0.15,0.34
FRA-Ligue 1,2223,Toulouse,Warren Kamanzi,NOR,DF,21,2000,11,665,60,19.4,7.4,7,86,6,4,16,10,1.55,8,9,-1,-0.14,0.03,10.8,13.5,-2.7,-0.36,-0.3
FRA-Ligue 1,2223,Toulouse,Yanis Begraoui,MAR,"FW,MF",21,2001,3,65,22,1.9,0.7,1,45,0,2,10,11,0.0,1,4,-3,-4.15,-4.07,0.3,2.2,-1.9,-2.65,-2.58
FRA-Ligue 1,2223,Toulouse,Ylies Aradj,FRA,DF,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2223,Toulouse,Zakaria Aboukhlal,MAR,"FW,MF",22,2000,37,2473,67,72.3,27.5,28,80,12,9,26,0,1.27,38,45,-7,-0.25,-0.35,38.9,42.3,-3.3,-0.12,-0.01
FRA-Ligue 1,2223,Troyes,Abdu Conté,POR,DF,24,1998,19,1315,69,38.5,14.6,15,81,9,4,26,1,0.68,21,26,-5,-0.34,0.98,13.3,30.1,-16.8,-1.15,-0.2
FRA-Ligue 1,2223,Troyes,Adil Rami,FRA,DF,36,1985,20,1596,80,46.7,17.7,18,84,12,2,45,6,0.45,14,33,-19,-1.07,-0.23,15.4,40.3,-24.9,-1.4,-0.71
FRA-Ligue 1,2223,Troyes,Alexis Tibidi,FRA,"FW,MF",18,2003,3,74,25,2.2,0.8,0,,0,3,25,4,0.0,0,2,-2,-2.43,-1.52,0.5,1.3,-0.9,-1.07,-0.04
FRA-Ligue 1,2223,Troyes,Amar Ahmed,SWE,FW,18,2004,1,20,20,0.6,0.2,0,,0,1,20,2,1.0,0,0,0,0.0,0.95,0.1,0.6,-0.6,-2.5,-1.49
FRA-Ligue 1,2223,Troyes,Andreas Bruus,DEN,"DF,FW",23,1999,27,1628,60,47.6,18.1,18,84,10,9,14,4,0.59,20,38,-18,-1.0,-0.09,18.4,40.7,-22.3,-1.23,-0.4
FRA-Ligue 1,2223,Troyes,Ante Palaversa,CRO,MF,22,2000,2,31,16,0.9,0.3,0,,0,2,16,11,0.0,2,0,2,5.81,6.82,1.1,0.6,0.5,1.51,2.55
FRA-Ligue 1,2223,Troyes,Corentin Michel,BEL,GK,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2223,Troyes,Derek Mazou-Sacko,FRA,MF,17,2004,1,16,16,0.5,0.2,0,,0,1,16,7,1.0,0,0,0,0.0,0.95,0.0,0.5,-0.5,-2.64,-1.62
FRA-Ligue 1,2223,Troyes,Eric N'Jo,FRA,DF,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2223,Troyes,Erik Palmer-Brown,USA,DF,25,1997,38,3191,84,93.3,35.5,36,87,32,2,27,0,0.63,42,78,-36,-1.02,-1.02,35.9,70.6,-34.7,-0.98,0.69
FRA-Ligue 1,2223,Troyes,Florian Tardieu,FRA,MF,30,1992,15,1009,67,29.5,11.2,11,87,7,4,12,1,1.07,17,26,-9,-0.8,0.21,14.2,21.4,-7.2,-0.65,0.54
FRA-Ligue 1,2223,Troyes,Gauthier Gallon,FRA,GK,29,1993,30,2667,89,78.0,29.6,30,89,29,0,,5,0.6,35,65,-30,-1.01,-0.3,33.4,61.8,-28.4,-0.96,0.3
FRA-Ligue 1,2223,Troyes,Ike Ugbo,CAN,"FW,MF",23,1998,25,895,36,26.2,9.9,9,67,2,16,18,9,0.8,16,14,2,0.2,1.56,11.5,19.6,-8.2,-0.82,0.28
FRA-Ligue 1,2223,Troyes,Jackson Porozo,ECU,DF,21,2000,22,1617,74,47.3,18.0,17,88,15,5,26,12,0.64,26,40,-14,-0.78,0.32,21.8,36.9,-15.1,-0.84,0.35
FRA-Ligue 1,2223,Troyes,Jeff Reine-Adélaïde,FRA,MF,24,1998,6,233,39,6.8,2.6,3,62,0,3,15,4,0.17,2,7,-5,-1.93,-1.06,2.8,5.9,-3.0,-1.17,-0.16
FRA-Ligue 1,2223,Troyes,Jessy Moulin,FRA,GK,36,1986,0,,,,,0,,0,0,,10,,,,,,,,,,,
FRA-Ligue 1,2223,Troyes,Jordan Dongmo,CMR,MF,21,2001,2,20,10,0.6,0.2,0,,0,2,10,7,0.5,0,1,-1,-4.5,-3.57,0.0,0.4,-0.4,-1.69,-0.67
FRA-Ligue 1,2223,Troyes,Kyliane Dong,FRA,"MF,FW",17,2004,6,213,36,6.2,2.4,2,73,0,4,17,2,0.17,2,4,-2,-0.85,0.11,1.2,4.2,-3.0,-1.26,-0.25
FRA-Ligue 1,2223,Troyes,Lucien Agoume,FRA,MF,20,2002,15,1094,73,32.0,12.2,14,78,8,1,9,6,0.4,9,29,-20,-1.65,-1.03,11.9,26.0,-14.1,-1.16,-0.2
FRA-Ligue 1,2223,Troyes,Mama Samba Baldé,GNB,FW,26,1995,34,2665,78,77.9,29.6,30,84,20,4,37,0,0.53,36,68,-32,-1.08,-0.6,31.9,62.4,-30.5,-1.03,-0.03
FRA-Ligue 1,2223,Troyes,Marlos Moreno,COL,"MF,DF",25,1996,2,13,7,0.4,0.1,0,,0,2,7,6,1.0,0,1,-1,-6.92,-6.0,0.5,1.3,-0.8,-5.78,-4.77
FRA-Ligue 1,2223,Troyes,Mateusz Lis,POL,GK,25,1997,9,751,83,22.0,8.3,8,90,8,1,31,21,0.78,10,16,-6,-0.72,0.29,5.7,16.2,-10.5,-1.27,-0.31
FRA-Ligue 1,2223,Troyes,Mathis Hamdi,FRA,DF,18,2003,2,69,35,2.0,0.8,0,,0,2,35,3,0.0,0,4,-4,-5.22,-4.36,0.5,2.0,-1.5,-1.96,-0.96
FRA-Ligue 1,2223,Troyes,Papa Ndiaga Yade,MTN,"DF,MF",22,2000,14,568,41,16.6,6.3,6,70,2,8,19,8,0.93,9,12,-3,-0.48,0.57,8.3,11.9,-3.6,-0.57,0.55
FRA-Ligue 1,2223,Troyes,Renaud Ripart,FRA,"FW,MF",29,1993,26,1320,51,38.6,14.7,15,72,4,11,22,2,0.73,19,28,-9,-0.61,0.54,15.8,24.1,-8.3,-0.57,0.75
FRA-Ligue 1,2223,Troyes,Rominigue Kouamé,MLI,MF,25,1996,32,2661,83,77.8,29.6,31,85,22,1,23,5,0.72,38,61,-23,-0.78,0.76,31.2,54.3,-23.1,-0.78,1.09
FRA-Ligue 1,2223,Troyes,Rony Lopes,POR,"MF,FW",26,1995,32,2346,73,68.6,26.1,29,79,13,3,23,1,0.69,29,52,-23,-0.88,0.21,22.8,53.3,-30.4,-1.17,-0.46
FRA-Ligue 1,2223,Troyes,Rudy Kohon,FRA,DF,18,2004,1,64,64,1.9,0.7,0,,0,1,64,4,0.0,0,2,-2,-2.81,-1.9,0.1,0.9,-0.8,-1.19,-0.17
FRA-Ligue 1,2223,Troyes,Ryan Fage,FRA,MF,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2223,Troyes,Tanguy Zoukrou,FRA,DF,19,2003,8,511,64,14.9,5.7,5,88,4,3,24,18,0.38,5,13,-8,-1.41,-0.54,4.8,15.9,-11.0,-1.94,-1.08
FRA-Ligue 1,2223,Troyes,Thierno Balde,FRA,"DF,MF",20,2002,31,2153,69,63.0,23.9,25,83,13,6,15,1,0.65,28,52,-24,-1.0,-0.15,22.7,45.6,-22.9,-0.95,0.19
FRA-Ligue 1,2223,Troyes,Tristan Dingomé,CMR,MF,31,1991,8,99,12,2.9,1.1,0,,0,8,12,8,1.25,2,2,0,0.0,0.98,2.1,2.1,0.0,0.02,1.08
FRA-Ligue 1,2223,Troyes,Wilson Odobert,FRA,"MF,FW",17,2004,32,1764,55,51.6,19.6,19,76,6,13,25,3,0.69,24,48,-24,-1.22,-0.57,21.0,45.6,-24.6,-1.25,-0.47
FRA-Ligue 1,2223,Troyes,Xavier Chavalerin,FRA,MF,31,1991,34,2426,71,70.9,27.0,25,89,23,9,23,3,0.65,28,57,-29,-1.08,-0.44,25.4,59.8,-34.4,-1.28,-0.86
FRA-Ligue 1,2223,Troyes,Yasser Larouci,ALG,"DF,MF",21,2001,30,1797,60,52.5,20.0,21,76,9,9,21,6,0.6,21,45,-24,-1.2,-0.54,21.7,42.5,-20.7,-1.04,-0.03
FRA-Ligue 1,2223,Troyes,Yoann Beaka,FRA,MF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2223,Troyes,Yoann Salmier,GUF,DF,29,1992,32,2646,83,77.4,29.4,31,85,25,1,8,2,0.72,39,65,-26,-0.88,0.28,32.0,55.7,-23.7,-0.81,0.97
FRA-Ligue 1,2223,Troyes,Yoann Touzghar,TUN,FW,35,1986,0,,,,,0,,0,0,,2,,,,,,,,,,,
