,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
FRA-Ligue 1,2324,Clermont Foot,Alan Virginius,FRA,FW,20,2003,10.4,0,10,6,60.0,0.96,0.58,0.0,0.0,15.0,0,0,0,1.3,1.3,0.13,-1.3,-1.3
FRA-Ligue 1,2324,Clermont Foot,Alidu Seidu,GHA,DF,23,2000,12.6,0,6,1,16.7,0.48,0.08,0.0,0.0,36.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1
FRA-Ligue 1,2324,Clermont Foot,Andy Pelmard,MAD,DF,23,2000,33.2,0,2,1,50.0,0.06,0.03,0.0,0.0,9.1,0,0,0,0.3,0.3,0.17,-0.3,-0.3
FRA-Ligue 1,2324,Clermont Foot,Aïman Maurer,MAR,"MF,FW",18,2004,0.6,0,3,1,33.3,4.82,1.61,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2324,Clermont Foot,Bilal Boutobba,FRA,"FW,MF",24,1998,10.3,1,25,9,36.0,2.43,0.87,0.04,0.11,17.5,0,0,0,2.0,2.0,0.08,-1.0,-1.0
FRA-Ligue 1,2324,Clermont Foot,Cheick Konaté,MLI,DF,19,2004,11.9,1,14,4,28.6,1.18,0.34,0.07,0.25,20.3,0,0,0,0.5,0.5,0.04,0.5,0.5
FRA-Ligue 1,2324,Clermont Foot,Chrislain Matsima,FRA,DF,21,2002,13.1,1,5,2,40.0,0.38,0.15,0.2,0.5,24.0,0,0,0,0.2,0.2,0.03,0.8,0.8
FRA-Ligue 1,2324,Clermont Foot,Elba Rashani,KVX,"MF,FW",30,1993,13.1,2,17,5,29.4,1.3,0.38,0.12,0.4,16.8,0,0,0,2.1,2.1,0.13,-0.1,-0.1
FRA-Ligue 1,2324,Clermont Foot,Florent Ogier,FRA,DF,34,1989,10.5,1,7,2,28.6,0.67,0.19,0.14,0.5,12.2,0,0,0,0.6,0.6,0.09,0.4,0.4
FRA-Ligue 1,2324,Clermont Foot,Grejohn Kyei,FRA,FW,27,1995,11.4,2,30,7,23.3,2.63,0.61,0.03,0.14,14.6,0,1,1,4.9,4.1,0.14,-2.9,-3.1
FRA-Ligue 1,2324,Clermont Foot,Habib Keita,MLI,MF,21,2002,14.2,1,20,5,25.0,1.41,0.35,0.05,0.2,25.2,0,0,0,0.7,0.7,0.03,0.3,0.3
FRA-Ligue 1,2324,Clermont Foot,Ilhan Fakili,FRA,"MF,FW",17,2006,1.0,0,4,2,50.0,3.83,1.91,0.0,0.0,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2324,Clermont Foot,Jim Allevinah,GAB,"MF,DF",28,1995,20.7,2,37,11,29.7,1.79,0.53,0.05,0.18,14.8,0,0,0,2.6,2.6,0.07,-0.6,-0.6
FRA-Ligue 1,2324,Clermont Foot,Johan Gastien,FRA,MF,35,1988,25.1,0,12,5,41.7,0.48,0.2,0.0,0.0,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
FRA-Ligue 1,2324,Clermont Foot,Joshua M'Bahia,CIV,MF,18,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Jérémie Bela,ANG,"MF,FW",30,1993,2.3,0,6,2,33.3,2.66,0.89,0.0,0.0,22.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2324,Clermont Foot,Jérémy Jacquet,FRA,DF,18,2005,2.8,0,1,0,0.0,0.36,0.0,0.0,,7.8,0,0,0,0.2,0.2,0.21,-0.2,-0.2
FRA-Ligue 1,2324,Clermont Foot,Komnen Andrić,SRB,FW,28,1995,1.9,0,2,0,0.0,1.07,0.0,0.0,,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2324,Clermont Foot,Massamba Ndiaye,SEN,GK,21,2001,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Mateusz Wieteska,POL,DF,26,1997,1.9,1,3,2,66.7,1.55,1.03,0.33,0.5,10.1,0,0,0,0.1,0.1,0.03,0.9,0.9
FRA-Ligue 1,2324,Clermont Foot,Maxime Gonalons,FRA,MF,34,1989,14.4,1,13,3,23.1,0.9,0.21,0.08,0.33,24.5,0,0,0,0.4,0.4,0.03,0.6,0.6
FRA-Ligue 1,2324,Clermont Foot,Maximiliano Caufriez,BEL,DF,26,1997,18.4,0,6,1,16.7,0.33,0.05,0.0,0.0,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
FRA-Ligue 1,2324,Clermont Foot,Mehdi Zeffane,ALG,"DF,MF",31,1992,13.7,0,19,1,5.3,1.39,0.07,0.0,0.0,19.3,1,0,0,1.4,1.4,0.08,-1.4,-1.4
FRA-Ligue 1,2324,Clermont Foot,Mohamed Bouchenna,FRA,"MF,FW",17,2006,0.3,0,1,0,0.0,3.1,0.0,0.0,,26.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,2324,Clermont Foot,Mory Diaw,SEN,GK,30,1993,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Clermont Foot,Muhammed Cham,AUT,"MF,FW",22,2000,28.4,8,69,26,37.7,2.43,0.92,0.06,0.15,22.0,10,4,5,9.4,5.5,0.08,-1.4,-1.5
FRA-Ligue 1,2324,Clermont Foot,Neto Borges,BRA,DF,26,1996,28.0,0,16,2,12.5,0.57,0.07,0.0,0.0,19.6,0,0,0,0.5,0.5,0.03,-0.5,-0.5
FRA-Ligue 1,2324,Clermont Foot,Shamar Nicholson,JAM,FW,26,1997,16.5,4,38,17,44.7,2.3,1.03,0.08,0.18,15.9,1,1,2,5.9,4.4,0.12,-1.9,-1.4
FRA-Ligue 1,2324,Clermont Foot,Yohann Magnin,FRA,MF,26,1997,18.7,1,14,5,35.7,0.75,0.27,0.07,0.2,14.2,0,0,0,1.6,1.6,0.12,-0.6,-0.6
FRA-Ligue 1,2324,Clermont Foot,Yoël Armougom,FRA,"DF,MF",25,1998,2.6,0,2,0,0.0,0.77,0.0,0.0,,28.1,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Abdoulaye Touré,GUI,MF,29,1994,25.4,2,31,8,25.8,1.22,0.32,0.0,0.0,27.4,0,2,2,3.0,1.4,0.04,-1.0,-1.4
FRA-Ligue 1,2324,Le Havre,Alois Confais,FRA,"MF,FW",26,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Le Havre,André Ayew,GHA,FW,33,1989,12.3,5,32,12,37.5,2.61,0.98,0.16,0.42,15.1,1,0,0,3.1,3.1,0.1,1.9,1.9
FRA-Ligue 1,2324,Le Havre,Antoine Joujou,FRA,"FW,MF",20,2003,8.7,0,20,3,15.0,2.31,0.35,0.0,0.0,19.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1
FRA-Ligue 1,2324,Le Havre,Arouna Sangante,SEN,DF,21,2002,29.9,0,16,3,18.8,0.54,0.1,0.0,0.0,15.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9
FRA-Ligue 1,2324,Le Havre,Arthur Desmas,FRA,GK,29,1994,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Christopher Operi,CIV,DF,26,1997,27.2,3,22,9,40.9,0.81,0.33,0.14,0.33,24.3,7,0,0,1.2,1.2,0.05,1.8,1.8
FRA-Ligue 1,2324,Le Havre,Daler Kuzyaev,RUS,MF,30,1993,23.2,2,16,5,31.3,0.69,0.22,0.13,0.4,17.7,0,0,0,1.8,1.8,0.12,0.2,0.2
FRA-Ligue 1,2324,Le Havre,Elysée Logbo,FRA,FW,19,2004,2.8,0,4,0,0.0,1.45,0.0,0.0,,13.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
FRA-Ligue 1,2324,Le Havre,Emmanuel Sabbi,USA,"FW,MF",25,1997,17.6,5,29,10,34.5,1.65,0.57,0.1,0.3,16.4,0,2,2,4.1,2.5,0.09,0.9,0.5
FRA-Ligue 1,2324,Le Havre,Etienne Youte Kinkoue,FRA,DF,21,2002,21.6,0,6,0,0.0,0.28,0.0,0.0,,11.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4
FRA-Ligue 1,2324,Le Havre,Gautier Lloris,FRA,DF,28,1995,30.9,2,16,4,25.0,0.52,0.13,0.13,0.5,8.4,0,0,0,2.1,2.1,0.13,-0.1,-0.1
FRA-Ligue 1,2324,Le Havre,Issa Soumaré,SEN,"FW,MF",22,2000,2.6,0,5,1,20.0,1.9,0.38,0.0,0.0,22.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4
FRA-Ligue 1,2324,Le Havre,Josué Casimir,HAI,"FW,DF",21,2001,22.4,0,22,4,18.2,0.98,0.18,0.0,0.0,18.3,0,0,0,1.9,1.9,0.09,-1.9,-1.9
FRA-Ligue 1,2324,Le Havre,Loïc Nego,HUN,"DF,MF",32,1991,17.3,0,18,4,22.2,1.04,0.23,0.0,0.0,17.0,0,0,0,1.3,1.3,0.07,-1.3,-1.3
FRA-Ligue 1,2324,Le Havre,Mathieu Gorgelin,FRA,GK,32,1990,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Mohamed Lamine Bayo,GUI,FW,25,1998,15.4,5,43,15,34.9,2.79,0.97,0.07,0.2,13.2,0,2,2,7.2,5.7,0.13,-2.2,-2.7
FRA-Ligue 1,2324,Le Havre,Nabil Alioui,FRA,"MF,FW",24,1999,11.2,4,28,9,32.1,2.5,0.8,0.14,0.44,19.0,1,0,0,2.4,2.4,0.09,1.6,1.6
FRA-Ligue 1,2324,Le Havre,Nolan Mbemba,CGO,MF,28,1995,0.2,1,2,1,50.0,8.18,4.09,0.5,1.0,27.1,0,0,0,0.0,0.0,0.02,1.0,1.0
FRA-Ligue 1,2324,Le Havre,Oualid El Hajjam,MAR,"DF,MF",32,1991,4.4,0,8,3,37.5,1.83,0.69,0.0,0.0,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,2324,Le Havre,Oussama Targhalline,MAR,MF,21,2002,11.4,0,6,0,0.0,0.53,0.0,0.0,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
FRA-Ligue 1,2324,Le Havre,Rassoul Ndiaye,SEN,"MF,FW",21,2001,5.8,0,6,1,16.7,1.03,0.17,0.0,0.0,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
FRA-Ligue 1,2324,Le Havre,Samuel Grandsir,FRA,"MF,FW",26,1996,6.7,1,14,5,35.7,2.08,0.74,0.07,0.2,18.5,2,0,1,2.6,1.9,0.13,-1.6,-0.9
FRA-Ligue 1,2324,Le Havre,Simon Ebonog,CMR,MF,18,2004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Le Havre,Steve Ngoura,FRA,"FW,MF",18,2005,2.5,0,7,2,28.6,2.83,0.81,0.0,0.0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
FRA-Ligue 1,2324,Le Havre,Yassine Kechta,MAR,MF,21,2002,20.5,2,20,9,45.0,0.97,0.44,0.1,0.22,22.5,0,0,0,1.6,1.6,0.08,0.4,0.4
FRA-Ligue 1,2324,Le Havre,Yoann Salmier,GUF,DF,30,1992,17.4,1,10,5,50.0,0.57,0.29,0.1,0.2,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1
FRA-Ligue 1,2324,Lens,Abdukodir Khusanov,UZB,DF,19,2004,9.0,0,5,2,40.0,0.56,0.22,0.0,0.0,18.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2324,Lens,Adrien Thomasson,FRA,MF,29,1993,13.3,1,31,6,19.4,2.34,0.45,0.03,0.17,14.3,0,0,0,3.8,3.8,0.12,-2.8,-2.8
FRA-Ligue 1,2324,Lens,Andy Diouf,FRA,MF,20,2003,14.6,1,27,8,29.6,1.85,0.55,0.04,0.13,24.1,1,0,0,1.5,1.5,0.06,-0.5,-0.5
FRA-Ligue 1,2324,Lens,Angelo Fulgini,FRA,MF,26,1996,15.3,1,46,10,21.7,3.01,0.65,0.02,0.1,19.0,7,0,0,3.2,3.2,0.07,-2.2,-2.2
FRA-Ligue 1,2324,Lens,Ayanda Sishuba,BEL,"MF,FW",18,2005,0.7,0,12,2,16.7,17.42,2.9,0.0,0.0,18.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9
FRA-Ligue 1,2324,Lens,Brice Samba,FRA,GK,29,1994,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lens,David Costa,POR,MF,22,2001,16.6,4,30,14,46.7,1.81,0.84,0.13,0.29,17.8,2,0,0,3.0,3.0,0.1,1.0,1.0
FRA-Ligue 1,2324,Lens,Deiver Machado,COL,DF,29,1993,12.5,4,16,8,50.0,1.28,0.64,0.25,0.5,18.2,1,0,0,1.7,1.7,0.1,2.3,2.3
FRA-Ligue 1,2324,Lens,Elye Wahi,FRA,FW,20,2003,18.8,9,59,30,50.8,3.14,1.6,0.14,0.27,13.3,0,1,1,11.5,10.7,0.18,-2.5,-2.7
FRA-Ligue 1,2324,Lens,Facundo Medina,ARG,DF,24,1999,30.2,1,19,12,63.2,0.63,0.4,0.05,0.08,18.6,0,0,0,1.1,1.1,0.06,-0.1,-0.1
FRA-Ligue 1,2324,Lens,Faitout Maouassa,FRA,"MF,DF",25,1998,0.8,0,3,2,66.7,3.55,2.37,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2324,Lens,Florian Sotoca,FRA,"MF,FW",32,1990,28.9,7,65,18,27.7,2.25,0.62,0.05,0.17,15.5,0,4,4,9.1,5.9,0.09,-2.1,-2.9
FRA-Ligue 1,2324,Lens,Jean-Louis Leca,FRA,GK,37,1985,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lens,Jhoanner Chávez,ECU,DF,21,2002,5.3,0,3,0,0.0,0.56,0.0,0.0,,11.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
FRA-Ligue 1,2324,Lens,Jonathan Gradit,FRA,DF,30,1992,23.5,1,5,1,20.0,0.21,0.04,0.2,1.0,13.8,0,0,0,0.3,0.3,0.07,0.7,0.7
FRA-Ligue 1,2324,Lens,Julien Le Cardinal,FRA,DF,25,1997,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lens,Kevin Danso,AUT,DF,24,1998,29.5,1,21,5,23.8,0.71,0.17,0.05,0.2,14.2,0,0,0,1.8,1.8,0.09,-0.8,-0.8
FRA-Ligue 1,2324,Lens,Massadio Haïdara,MLI,DF,30,1992,8.2,0,3,0,0.0,0.36,0.0,0.0,,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,2324,Lens,Morgan Guilavogui,GUI,"FW,MF",25,1998,6.3,2,21,8,38.1,3.34,1.27,0.1,0.25,15.1,0,0,0,1.6,1.6,0.07,0.4,0.4
FRA-Ligue 1,2324,Lens,Nampalys Mendy,SEN,MF,31,1992,11.7,0,7,2,28.6,0.6,0.17,0.0,0.0,26.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
FRA-Ligue 1,2324,Lens,Neil El Aynaoui,MAR,MF,22,2001,17.4,1,22,8,36.4,1.26,0.46,0.05,0.13,16.0,0,0,0,2.4,2.4,0.11,-1.4,-1.4
FRA-Ligue 1,2324,Lens,Oscar Cortés,COL,"FW,MF",19,2003,0.5,1,1,1,100.0,2.05,2.05,1.0,1.0,7.7,0,0,0,0.5,0.5,0.46,0.5,0.5
FRA-Ligue 1,2324,Lens,Przemysław Frankowski,POL,DF,28,1995,24.4,3,29,8,27.6,1.19,0.33,0.07,0.25,21.7,2,1,2,3.7,2.1,0.08,-0.7,-0.1
FRA-Ligue 1,2324,Lens,Ruben Aguilar,FRA,DF,30,1993,21.4,1,12,4,33.3,0.56,0.19,0.08,0.25,16.1,0,0,0,1.4,1.4,0.12,-0.4,-0.4
FRA-Ligue 1,2324,Lens,Salis Abdul Samed,GHA,MF,23,2000,16.9,0,5,0,0.0,0.3,0.0,0.0,,21.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8
FRA-Ligue 1,2324,Lens,Stijn Spierings,NED,MF,27,1996,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lens,Wesley Saïd,FRA,"FW,MF",28,1995,11.3,7,45,18,40.0,3.97,1.59,0.16,0.39,13.6,0,0,0,5.7,5.7,0.13,1.3,1.3
FRA-Ligue 1,2324,Lille,Aaron Malouda,FRA,FW,17,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lille,Adam Ounas,ALG,FW,26,1996,4.6,1,9,3,33.3,1.94,0.65,0.11,0.33,18.6,1,0,0,0.6,0.6,0.07,0.4,0.4
FRA-Ligue 1,2324,Lille,Alan Virginius,FRA,FW,20,2003,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lille,Alexsandro Ribeiro,BRA,DF,23,1999,24.7,0,17,2,11.8,0.69,0.08,0.0,0.0,10.9,0,0,0,2.0,2.0,0.12,-2.0,-2.0
FRA-Ligue 1,2324,Lille,Andrej Ilic,SRB,FW,23,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lille,Angel Gomes,ENG,MF,22,2000,28.6,0,34,7,20.6,1.19,0.25,0.0,0.0,23.6,5,0,0,2.0,2.0,0.06,-2.0,-2.0
FRA-Ligue 1,2324,Lille,Ayyoub Bouaddi,FRA,MF,15,2007,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lille,Bafodé Diakité,FRA,DF,22,2001,18.8,5,16,7,43.8,0.85,0.37,0.31,0.71,8.7,0,0,0,2.0,2.0,0.13,3.0,3.0
FRA-Ligue 1,2324,Lille,Benjamin André,FRA,MF,32,1990,28.6,4,23,9,39.1,0.81,0.32,0.17,0.44,17.0,0,0,0,2.6,2.6,0.11,1.4,1.4
FRA-Ligue 1,2324,Lille,Carlos Baleba,CMR,MF,19,2004,0.7,0,2,1,50.0,2.95,1.48,0.0,0.0,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2324,Lille,Edon Zhegrova,KVX,FW,24,1999,25.4,6,82,29,35.4,3.23,1.14,0.07,0.21,20.3,8,0,0,6.2,6.2,0.08,-0.2,-0.2
FRA-Ligue 1,2324,Lille,Gabriel Gudmundsson,SWE,"DF,FW",24,1999,14.1,1,15,5,33.3,1.07,0.36,0.07,0.2,17.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1
FRA-Ligue 1,2324,Lille,Hákon Arnar Haraldsson,ISL,"FW,MF",20,2003,14.3,2,12,6,50.0,0.84,0.42,0.17,0.33,18.2,0,0,0,0.8,0.8,0.06,1.2,1.2
FRA-Ligue 1,2324,Lille,Ichem Ferrah,FRA,FW,17,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lille,Ignacio Miramon,ARG,MF,20,2003,0.4,0,2,1,50.0,4.62,2.31,0.0,0.0,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2324,Lille,Ismaily,BRA,DF,33,1990,27.4,1,7,4,57.1,0.26,0.15,0.14,0.25,17.9,0,0,0,0.3,0.3,0.04,0.7,0.7
FRA-Ligue 1,2324,Lille,Ivan Cavaleiro,POR,FW,29,1993,8.6,1,11,3,27.3,1.29,0.35,0.09,0.33,13.4,0,0,0,1.3,1.3,0.12,-0.3,-0.3
FRA-Ligue 1,2324,Lille,Jonathan David,CAN,FW,23,2000,29.2,19,76,43,56.6,2.6,1.47,0.22,0.4,14.1,0,2,3,17.5,15.0,0.2,1.5,2.0
FRA-Ligue 1,2324,Lille,Leny Yoro,FRA,DF,17,2005,29.7,2,14,8,57.1,0.47,0.27,0.14,0.25,9.6,0,0,0,1.5,1.5,0.11,0.5,0.5
FRA-Ligue 1,2324,Lille,Lucas Chevalier,FRA,GK,21,2001,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lille,Nabil Bentaleb,ALG,MF,28,1994,21.9,0,10,2,20.0,0.46,0.09,0.0,0.0,29.3,1,0,0,0.4,0.4,0.04,-0.4,-0.4
FRA-Ligue 1,2324,Lille,Rémy Cabella,FRA,"FW,MF",33,1990,16.4,2,33,14,42.4,2.01,0.85,0.06,0.14,15.5,0,0,0,5.2,5.2,0.16,-3.2,-3.2
FRA-Ligue 1,2324,Lille,Samuel Umtiti,FRA,DF,29,1993,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Lille,Tiago Fonseca Morais,POR,FW,19,2003,0.5,0,1,0,0.0,1.96,0.0,0.0,,13.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4
FRA-Ligue 1,2324,Lille,Tiago Santos,POR,DF,21,2002,26.3,1,33,7,21.2,1.26,0.27,0.03,0.14,22.5,0,0,0,1.4,1.4,0.04,-0.4,-0.4
FRA-Ligue 1,2324,Lille,Trévis Dago,CIV,"FW,MF",18,2005,0.3,0,1,0,0.0,3.91,0.0,0.0,,9.5,0,0,0,0.0,0.0,0.04,0.0,0.0
