,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,16.2,830,1001,82.9,14051,4372,411,453,90.7,344,404,85.1,65,99,65.7,1,2.4,1.3,-1.4,16,56,20,5,78
ITA-Serie A,2324,Fiorentina,Gaetano Castrovilli,ITA,"FW,MF",26,1997,4.1,75,116,64.7,1164,320,41,51,80.4,26,41,63.4,6,10,60.0,2,0.6,0.1,1.4,7,6,3,2,12
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,25.3,928,1126,82.4,15645,3647,444,497,89.3,354,409,86.6,92,143,64.3,3,3.6,5.4,-0.6,41,81,45,11,140
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20,2003,1.1,39,46,84.8,617,140,24,26,92.3,12,14,85.7,3,3,100.0,0,0.0,0.0,0.0,1,4,0,0,7
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,FW,25,1998,18.7,388,476,81.5,6023,1163,203,246,82.5,154,174,88.5,20,29,69.0,1,2.0,2.0,-1.0,15,25,20,1,58
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,FW,25,1998,7.2,234,291,80.4,3917,819,115,129,89.1,81,99,81.8,28,38,73.7,0,0.3,0.7,-0.3,6,16,11,3,25
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,19,2004,0.2,22,25,88.0,449,101,6,7,85.7,14,14,100.0,2,2,100.0,0,0.0,0.1,0.0,0,3,0,0,2
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24,1999,22.9,1142,1362,83.8,23351,8689,350,385,90.9,617,682,90.5,165,265,62.3,1,0.4,0.7,0.6,7,95,11,2,99
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22,2001,18.8,360,459,78.4,5213,1095,201,246,81.7,118,137,86.1,21,28,75.0,2,1.5,1.9,0.5,25,25,19,0,49
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27,1996,25.5,1362,1668,81.7,27951,11563,461,490,94.1,695,779,89.2,194,349,55.6,1,1.8,1.1,-0.8,15,160,18,2,177
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,17.2,283,345,82.0,3818,590,185,213,86.9,64,79,81.0,15,17,88.2,3,1.6,1.6,1.4,21,16,13,0,29
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,25,1997,8.9,595,673,88.4,10449,3090,239,255,93.7,299,331,90.3,43,66,65.2,0,0.6,0.6,-0.6,7,67,5,1,48
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19,2004,22.9,1056,1297,81.4,19700,5416,426,463,92.0,503,579,86.9,112,192,58.3,1,1.1,1.4,-0.1,15,68,23,15,80
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,FW,25,1998,21.3,560,789,71.0,9935,2504,278,348,79.9,210,274,76.6,61,101,60.4,2,1.6,3.1,0.4,22,66,30,4,100
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,25,1997,27.9,1341,1584,84.7,27355,9362,395,465,84.9,777,838,92.7,159,235,67.7,0,0.7,0.9,-0.7,8,73,0,0,81
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24,1999,4.0,146,190,76.8,3678,2601,33,33,100.0,68,71,95.8,43,83,51.8,0,0.0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",18,2005,0.5,27,38,71.1,550,154,5,11,45.5,21,24,87.5,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,3
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33,1990,33.0,979,1231,79.5,26917,18308,146,146,100.0,499,506,98.6,330,571,57.8,0,0.2,0.1,-0.2,2,13,2,0,0
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,FW,24,1999,12.3,331,421,78.6,5471,827,161,184,87.5,142,167,85.0,20,35,57.1,3,2.5,2.4,0.5,13,11,16,7,33
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,17.6,606,761,79.6,10908,3071,265,306,86.6,256,292,87.7,69,115,60.0,3,1.6,1.7,1.4,13,83,20,3,93
ITA-Serie A,2324,Fiorentina,Tommaso Martinelli,ITA,GK,17,2006,1.0,37,49,75.5,1001,682,5,5,100.0,18,18,100.0,14,26,53.8,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,"DF,MF",28,1994,0.5,15,17,88.2,301,117,7,7,100.0,6,8,75.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,"MF,FW",25,1998,11.3,303,383,79.1,4174,1016,186,216,86.1,84,106,79.2,15,25,60.0,3,1.2,1.4,1.8,16,29,12,4,38
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,DF,22,2001,13.3,518,621,83.4,7039,2371,329,354,92.9,138,174,79.3,24,49,49.0,1,0.9,0.7,0.1,10,29,5,3,33
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"FW,DF",17,2005,5.3,163,225,72.4,2299,702,105,129,81.4,47,65,72.3,8,13,61.5,1,0.7,0.7,0.3,8,11,9,1,22
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22,2001,32.4,1407,1720,81.8,25428,10828,569,640,88.9,708,794,89.2,113,234,48.3,1,0.8,0.3,0.2,5,86,3,0,118
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,3.3,74,92,80.4,959,206,50,57,87.7,20,25,80.0,2,2,100.0,0,0.3,0.4,-0.3,3,2,2,0,9
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,DF,24,1998,13.1,341,560,60.9,5852,2970,165,199,82.9,122,198,61.6,40,117,34.2,1,2.4,1.6,-1.4,23,32,13,9,41
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,31.2,1624,1903,85.3,26904,7782,779,857,90.9,679,775,87.6,126,193,65.3,1,1.7,1.1,-0.7,25,160,8,0,155
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,FRA,"FW,MF",20,2002,2.0,48,61,78.7,638,71,29,32,90.6,15,19,78.9,1,4,25.0,0,0.1,0.1,-0.1,2,1,2,0,2
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,17.3,604,743,81.3,8504,2316,378,412,91.7,176,217,81.1,28,66,42.4,0,2.4,2.5,-2.4,25,40,18,3,61
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,0.3,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,0.7,31,36,86.1,498,57,17,18,94.4,10,11,90.9,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",24,1998,4.6,95,112,84.8,1144,413,67,74,90.5,17,23,73.9,3,4,75.0,0,0.2,0.2,-0.2,3,5,8,0,20
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,21,2001,16.3,802,997,80.4,13842,6423,350,392,89.3,379,447,84.8,60,123,48.8,2,0.4,0.3,1.6,5,47,7,1,47
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28,1995,5.6,141,202,69.8,2309,920,68,87,78.2,50,64,78.1,16,33,48.5,0,0.5,0.8,-0.5,8,12,9,0,29
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,21,2002,9.0,116,159,73.0,1586,205,73,87,83.9,29,40,72.5,5,9,55.6,0,0.3,0.3,-0.3,8,7,2,0,11
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27,1996,0.2,8,12,66.7,106,28,5,6,83.3,3,6,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,3.4,123,145,84.8,2029,731,60,64,93.8,57,60,95.0,5,14,35.7,0,0.1,0.0,-0.1,1,12,1,0,7
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,"MF,DF",29,1994,5.4,147,220,66.8,2219,804,82,96,85.4,43,66,65.2,12,32,37.5,0,0.3,0.4,-0.3,4,19,3,1,23
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,24.6,974,1309,74.4,16656,5947,446,517,86.3,380,482,78.8,104,222,46.8,0,1.1,0.9,-1.1,13,131,14,2,167
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,FW,29,1994,0.2,2,3,66.7,21,9,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,MF,23,2000,25.8,632,804,78.6,8979,2644,371,430,86.3,201,245,82.0,27,56,48.2,2,1.6,1.9,0.4,22,50,15,4,70
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22,2001,5.9,82,115,71.3,988,167,48,60,80.0,20,28,71.4,3,4,75.0,0,0.3,0.2,-0.3,6,2,2,0,11
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,2.4,134,154,87.0,2107,820,71,74,95.9,58,65,89.2,4,12,33.3,0,0.0,0.0,0.0,0,11,0,0,12
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"FW,MF",20,2003,34.7,1197,1535,78.0,18531,5372,654,749,87.3,411,521,78.9,89,163,54.6,3,6.6,5.3,-3.6,82,107,78,12,198
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,2.2,76,98,77.6,914,218,52,61,85.2,15,19,78.9,2,7,28.6,0,0.0,0.0,0.0,1,5,1,1,7
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,24,1999,7.5,124,209,59.3,3261,2471,23,23,100.0,66,67,98.5,34,117,29.1,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,DF,24,1999,14.0,418,572,73.1,6726,2688,227,264,86.0,141,189,74.6,37,74,50.0,5,2.8,2.2,2.2,21,24,27,18,42
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,DF,25,1997,17.1,556,722,77.0,9018,3289,302,341,88.6,194,248,78.2,47,89,52.8,1,1.1,1.0,-0.1,13,37,14,3,65
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,MF,29,1994,0.1,1,2,50.0,9,10,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",21,2002,11.8,318,401,79.3,4584,1095,192,220,87.3,103,134,76.9,13,19,68.4,2,1.9,0.7,0.1,16,27,15,2,32
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,12.8,423,558,75.8,7144,3382,187,216,86.6,197,238,82.8,31,72,43.1,4,0.8,0.8,3.2,11,28,7,5,36
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33,1990,30.2,1221,1421,85.9,21605,8093,481,535,89.9,636,701,90.7,80,140,57.1,1,0.4,0.2,0.6,3,22,0,0,47
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,21,2001,30.5,775,1065,72.8,17065,12766,240,240,100.0,391,400,97.8,140,419,33.4,0,0.0,0.0,0.0,0,6,0,0,0
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,25,1998,23.6,262,385,68.1,3458,610,160,207,77.3,67,96,69.8,13,13,100.0,1,1.4,0.7,-0.4,16,17,4,0,22
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,DF,26,1997,15.3,431,619,69.6,7748,2727,195,216,90.3,169,227,74.4,54,128,42.2,1,1.7,1.7,-0.7,26,26,16,11,35
ITA-Serie A,2324,Genoa,Alan Matturro,URU,DF,18,2004,1.2,16,25,64.0,260,134,7,8,87.5,7,8,87.5,1,6,16.7,0,0.0,0.0,0.0,0,3,0,0,4
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,33.5,907,1213,74.8,15139,4812,447,514,87.0,282,359,78.6,120,230,52.2,4,5.2,6.5,-1.2,81,86,34,8,120
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,13.0,494,626,78.9,9349,3512,186,204,91.2,235,272,86.4,59,120,49.2,1,0.5,0.5,0.5,13,41,12,7,49
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,25,1998,2.2,46,64,71.9,867,363,21,27,77.8,12,14,85.7,10,16,62.5,0,0.3,0.3,-0.3,5,7,4,3,5
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,FW,29,1994,12.6,138,211,65.4,1854,476,84,106,79.2,34,57,59.6,10,16,62.5,1,1.4,0.7,-0.4,16,8,6,0,15
ITA-Serie A,2324,Genoa,Christos Papadopoulos,GRE,FW,18,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Genoa,Daniele Sommariva,ITA,GK,26,1997,0.1,0,3,0.0,0,0,0,0,,0,0,,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Genoa,David Akpan Ankeye,NGA,FW,21,2002,0.6,8,9,88.9,85,20,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.4,0.0,0,0,1,0,1
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29,1994,1.0,31,37,83.8,684,308,6,7,85.7,18,21,85.7,7,9,77.8,0,0.0,0.0,0.0,0,2,1,0,5
ITA-Serie A,2324,Genoa,Djed Spence,ENG,DF,22,2000,9.5,272,342,79.5,4216,1253,148,166,89.2,93,127,73.2,19,29,65.5,0,0.3,0.4,-0.3,6,17,9,6,25
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,MF,24,1999,0.6,26,34,76.5,395,157,13,15,86.7,7,10,70.0,2,4,50.0,0,0.1,0.1,-0.1,2,4,2,1,3
ITA-Serie A,2324,Genoa,Filip Jagiełło,POL,MF,25,1997,0.4,15,17,88.2,287,13,5,5,100.0,9,9,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2324,Genoa,George Pușcaș,ROU,FW,27,1996,2.1,34,61,55.7,430,67,24,37,64.9,8,14,57.1,0,1,0.0,0,0.1,0.1,-0.1,1,3,1,0,3
ITA-Serie A,2324,Genoa,Giorgio Cittadini,ITA,DF,21,2002,1.2,19,31,61.3,392,117,6,11,54.5,9,14,64.3,4,5,80.0,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,24,1998,31.7,1069,1394,76.7,19696,6461,415,465,89.2,532,640,83.1,108,223,48.4,1,0.8,1.1,0.2,11,61,8,4,81
ITA-Serie A,2324,Genoa,Josep Martinez,ESP,GK,25,1998,36.0,1017,1430,71.1,30756,22375,123,125,98.4,498,513,97.1,392,777,50.5,0,0.0,0.1,0.0,1,37,0,0,2
ITA-Serie A,2324,Genoa,Junior Messias,BRA,"MF,DF",32,1991,11.7,245,337,72.7,3861,1103,120,143,83.9,92,125,73.6,17,39,43.6,0,1.3,1.2,-1.3,15,24,12,5,29
ITA-Serie A,2324,Genoa,Kevin Strootman,NED,MF,33,1990,13.4,550,670,82.1,8923,2778,267,310,86.1,218,249,87.6,40,69,58.0,2,1.3,2.2,0.7,22,47,10,5,61
ITA-Serie A,2324,Genoa,Koni De Winter,BEL,DF,21,2002,26.4,1122,1269,88.4,19280,6416,465,509,91.4,568,615,92.4,67,99,67.7,1,1.0,0.3,0.0,5,54,5,0,76
ITA-Serie A,2324,Genoa,Mateo Retegui,ITA,FW,24,1999,24.6,265,412,64.3,3135,410,177,233,76.0,61,104,58.7,6,15,40.0,2,0.7,0.6,1.3,11,10,5,0,17
ITA-Serie A,2324,Genoa,Mattia Bani,ITA,DF,29,1993,25.6,962,1152,83.5,18643,6794,325,356,91.3,533,586,91.0,95,181,52.5,0,0.1,0.1,-0.1,2,36,1,0,37
ITA-Serie A,2324,Genoa,Milan Badelj,CRO,MF,34,1989,28.2,1136,1407,80.7,19451,6788,504,579,87.0,474,547,86.7,110,189,58.2,3,1.1,1.4,1.9,18,140,23,4,151
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22,2001,34.9,979,1224,80.0,14254,3493,548,625,87.7,333,401,83.0,45,83,54.2,5,1.6,1.4,3.4,13,69,14,1,105
ITA-Serie A,2324,Genoa,Morten Thorsby,NOR,MF,27,1996,12.9,206,332,62.0,2782,810,116,173,67.1,64,99,64.6,5,14,35.7,2,1.4,0.6,0.6,9,21,6,2,28
ITA-Serie A,2324,Genoa,Nicola Leali,ITA,GK,30,1993,2.0,40,72,55.6,1453,1302,3,3,100.0,15,15,100.0,21,53,39.6,0,0.0,0.0,0.0,0,4,0,0,0
ITA-Serie A,2324,Genoa,Pablo Galdames Millán,CHI,"MF,DF",26,1996,0.1,21,23,91.3,411,173,7,8,87.5,12,12,100.0,2,3,66.7,0,0.0,0.0,0.0,0,6,0,0,5
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,21,2002,19.0,592,721,82.1,10460,3372,233,270,86.3,308,343,89.8,41,83,49.4,1,0.8,0.9,0.2,7,22,2,0,29
ITA-Serie A,2324,Genoa,Ridgeciano Haps,SUR,DF,30,1993,8.6,161,221,72.9,2722,710,88,102,86.3,54,80,67.5,17,26,65.4,1,0.7,0.4,0.3,3,6,4,1,13
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,17.2,573,719,79.7,10195,3368,247,283,87.3,245,273,89.7,61,113,54.0,1,0.6,0.7,0.4,11,67,11,1,83
ITA-Serie A,2324,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,0.4,9,14,64.3,118,34,7,10,70.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2324,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,1.3,24,39,61.5,356,119,15,20,75.0,6,11,54.5,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,DF,30,1993,27.0,611,977,62.5,10552,4661,307,377,81.4,228,347,65.7,61,164,37.2,1,1.9,1.9,-0.9,20,58,35,15,88
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",23,2000,3.2,34,60,56.7,531,119,17,24,70.8,13,22,59.1,2,6,33.3,0,0.1,0.2,-0.1,2,2,1,1,4
ITA-Serie A,2324,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,217,273,79.5,3776,1390,83,99,83.8,114,132,86.4,15,33,45.5,0,0.0,0.0,0.0,1,11,0,0,17
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,5,6,83.3,64,23,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,2,0,1,0,1
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,15.9,234,361,64.8,4279,1264,104,147,70.7,91,120,75.8,32,61,52.5,2,1.7,1.6,0.3,21,25,13,8,44
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,187,233,80.3,3306,1112,82,93,88.2,77,91,84.6,22,36,61.1,0,0.2,0.3,-0.2,3,30,5,0,34
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,21.4,431,671,64.2,7287,2845,218,265,82.3,155,233,66.5,49,116,42.2,2,4.4,3.5,-2.4,31,51,21,7,66
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,6.7,228,304,75.0,4121,1808,103,119,86.6,80,102,78.4,36,62,58.1,1,0.4,0.3,0.6,8,28,6,2,28
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,555,718,77.3,11563,4450,151,189,79.9,324,369,87.8,78,142,54.9,0,0.2,0.1,-0.2,4,33,0,0,40
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,0.6,7,8,87.5,143,42,3,3,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,2
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,213,317,67.2,3365,1617,110,138,79.7,87,119,73.1,13,40,32.5,1,1.0,0.8,0.0,6,14,8,7,14
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,11.3,242,314,77.1,4025,534,132,161,82.0,71,87,81.6,30,34,88.2,1,1.1,0.5,-0.1,8,21,7,0,26
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,14.4,507,713,71.1,9215,4188,230,270,85.2,217,294,73.8,54,117,46.2,1,1.0,1.3,0.0,18,49,14,10,51
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,785,994,79.0,17901,6086,187,223,83.9,454,513,88.5,138,233,59.2,0,0.2,0.5,-0.2,6,76,2,1,79
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,324,394,82.2,6945,2807,83,103,80.6,192,210,91.4,47,69,68.1,0,0.0,0.1,0.0,0,21,0,0,26
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,604,799,75.6,9562,3708,324,355,91.3,222,299,74.2,42,102,41.2,2,1.3,1.7,0.7,15,48,22,18,53
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,46,69,66.7,671,104,23,29,79.3,14,16,87.5,4,8,50.0,1,0.4,0.1,0.6,3,1,0,0,4
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,251,338,74.3,4528,1565,103,123,83.7,119,143,83.2,24,50,48.0,0,0.3,0.4,-0.3,5,15,5,4,15
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,18,27,66.7,211,78,16,22,72.7,1,2,50.0,1,2,50.0,0,0.1,0.1,-0.1,1,1,0,0,4
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,561,790,71.0,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,-0.4,12,57,10,6,70
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,84,120,70.0,1154,281,45,55,81.8,30,41,73.2,2,5,40.0,0,0.4,0.6,-0.4,8,5,4,1,13
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,783,1272,61.6,28541,23677,96,97,99.0,285,297,96.0,401,870,46.1,1,0.0,0.2,1.0,1,49,1,0,0
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,391,474,82.5,7563,2018,135,157,86.0,199,223,89.2,48,74,64.9,0,0.3,0.1,-0.3,9,38,0,0,57
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,486,796,61.1,8352,2187,236,328,72.0,176,268,65.7,55,116,47.4,1,1.4,1.1,-0.4,18,43,10,6,54
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,181,334,54.2,2116,392,130,213,61.0,32,69,46.4,5,12,41.7,1,1.2,0.5,-0.2,16,18,3,0,15
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,906,1209,74.9,17261,5504,379,440,86.1,372,461,80.7,136,250,54.4,4,3.3,3.0,0.7,53,118,21,4,117
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,972,1173,82.9,20339,7048,247,302,81.8,587,647,90.7,131,199,65.8,0,0.0,0.1,0.0,2,60,2,0,89
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,23,25,92.0,298,88,14,14,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,-0.2,3,8,3,1,14
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,86,127,67.7,1507,418,41,52,78.8,33,39,84.6,10,29,34.5,0,0.3,0.3,-0.3,5,5,6,5,8
ITA-Serie A,2324,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,17,38,44.7,687,631,3,3,100.0,5,5,100.0,9,29,31.0,0,0.0,0.0,0.0,0,4,0,0,0
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,77,105,73.3,1207,290,45,50,90.0,23,31,74.2,7,12,58.3,0,0.1,0.2,-0.1,3,10,2,1,15
ITA-Serie A,2324,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,445,602,73.9,8940,2516,169,209,80.9,179,228,78.5,86,126,68.3,2,1.4,0.9,0.6,17,56,14,1,68
ITA-Serie A,2324,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,33,67,49.3,421,83,20,42,47.6,8,10,80.0,1,3,33.3,0,0.0,0.1,0.0,2,2,0,0,3
ITA-Serie A,2324,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,235,338,69.5,3048,641,140,178,78.7,69,103,67.0,6,15,40.0,4,2.2,1.0,1.8,26,18,13,4,26
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,416,573,72.6,8181,2111,155,185,83.8,176,210,83.8,70,127,55.1,5,3.6,2.5,1.4,28,40,22,6,64
ITA-Serie A,2324,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,1,3,33.3,10,9,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,1671,1935,86.4,32047,10473,671,716,93.7,765,834,91.7,211,312,67.6,3,3.4,3.1,-0.4,22,135,35,14,142
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,276,367,75.2,4719,1255,143,170,84.1,77,104,74.0,41,59,69.5,5,3.1,2.8,1.9,18,28,24,2,53
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,1180,1308,90.2,20701,6708,505,533,94.7,550,587,93.7,105,149,70.5,2,1.4,1.8,0.6,10,85,12,3,89
ITA-Serie A,2324,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,921,1099,83.8,14740,4852,466,509,91.6,369,422,87.4,61,95,64.2,3,2.8,2.1,0.2,19,45,15,9,54
